K,array_key,bank,basis_index,method,response_norm,seed,semantic_direction
1,VREX__11__u009__K1__counterfactual_red,counterfactual_red,-1,VREX,0.017306465655565262,11,noise_global
1,VREX__11__u009__K1__counterfactual_green,counterfactual_green,-1,VREX,0.02226158045232296,11,noise_global
1,VREX__11__u009__K1__clean_task,clean_task,-1,VREX,0.01878676936030388,11,noise_global
5,VREX__11__u009__K5__source,source,-1,VREX,0.15916110575199127,11,noise_global
5,VREX__11__u009__K5__counterfactual_red,counterfactual_red,-1,VREX,0.18986821174621582,11,noise_global
5,VREX__11__u009__K5__counterfactual_green,counterfactual_green,-1,VREX,0.07013382017612457,11,noise_global
5,VREX__11__u009__K5__clean_task,clean_task,-1,VREX,0.051073793321847916,11,noise_global
20,VREX__11__u009__K20__source,source,-1,VREX,0.9267802834510803,11,noise_global
20,VREX__11__u009__K20__counterfactual_red,counterfactual_red,-1,VREX,0.6644372940063477,11,noise_global
20,VREX__11__u009__K20__counterfactual_green,counterfactual_green,-1,VREX,1.0228691101074219,11,noise_global
20,VREX__11__u009__K20__clean_task,clean_task,-1,VREX,0.7142428159713745,11,noise_global
1,VREX__11__u010__K1__source,source,-1,VREX,0.022704828530550003,11,noise_shift
1,VREX__11__u010__K1__counterfactual_red,counterfactual_red,-1,VREX,0.017306465655565262,11,noise_shift
1,VREX__11__u010__K1__counterfactual_green,counterfactual_green,-1,VREX,0.02226158045232296,11,noise_shift
1,VREX__11__u010__K1__clean_task,clean_task,-1,VREX,0.01878676936030388,11,noise_shift
5,VREX__11__u010__K5__source,source,-1,VREX,0.15916110575199127,11,noise_shift
5,VREX__11__u010__K5__counterfactual_red,counterfactual_red,-1,VREX,0.18986821174621582,11,noise_shift
5,VREX__11__u010__K5__counterfactual_green,counterfactual_green,-1,VREX,0.07013382017612457,11,noise_shift
5,VREX__11__u010__K5__clean_task,clean_task,-1,VREX,0.051073793321847916,11,noise_shift
20,VREX__11__u010__K20__source,source,-1,VREX,0.9267802834510803,11,noise_shift
20,VREX__11__u010__K20__counterfactual_red,counterfactual_red,-1,VREX,0.6644372940063477,11,noise_shift
20,VREX__11__u010__K20__counterfactual_green,counterfactual_green,-1,VREX,1.0228691101074219,11,noise_shift
20,VREX__11__u010__K20__clean_task,clean_task,-1,VREX,0.7142428159713745,11,noise_shift
1,FISHR__11__u000__K1__source,source,0,FISHR,0.3164985179901123,11,source_env0_color
1,FISHR__11__u000__K1__counterfactual_red,counterfactual_red,0,FISHR,0.33970510959625244,11,source_env0_color
1,FISHR__11__u000__K1__counterfactual_green,counterfactual_green,0,FISHR,0.24065682291984558,11,source_env0_color
1,FISHR__11__u000__K1__clean_task,clean_task,0,FISHR,0.0474393367767334,11,source_env0_color
5,FISHR__11__u000__K5__source,source,0,FISHR,3.285830020904541,11,source_env0_color
5,FISHR__11__u000__K5__counterfactual_red,counterfactual_red,0,FISHR,3.484973192214966,11,source_env0_color
5,FISHR__11__u000__K5__counterfactual_green,counterfactual_green,0,FISHR,2.6653501987457275,11,source_env0_color
5,FISHR__11__u000__K5__clean_task,clean_task,0,FISHR,0.4725687801837921,11,source_env0_color
20,FISHR__11__u000__K20__source,source,0,FISHR,15.039680480957031,11,source_env0_color
20,FISHR__11__u000__K20__counterfactual_red,counterfactual_red,0,FISHR,15.552254676818848,11,source_env0_color
20,FISHR__11__u000__K20__counterfactual_green,counterfactual_green,0,FISHR,12.560672760009766,11,source_env0_color
20,FISHR__11__u000__K20__clean_task,clean_task,0,FISHR,2.1451475620269775,11,source_env0_color
1,FISHR__11__u001__K1__source,source,1,FISHR,0.30903199315071106,11,source_env1_color
1,FISHR__11__u001__K1__counterfactual_red,counterfactual_red,1,FISHR,0.32431066036224365,11,source_env1_color
1,FISHR__11__u001__K1__counterfactual_green,counterfactual_green,1,FISHR,0.23262150585651398,11,source_env1_color
1,FISHR__11__u001__K1__clean_task,clean_task,1,FISHR,0.04521298035979271,11,source_env1_color
5,FISHR__11__u001__K5__source,source,1,FISHR,3.054927349090576,11,source_env1_color
5,FISHR__11__u001__K5__counterfactual_red,counterfactual_red,1,FISHR,3.1985628604888916,11,source_env1_color
5,FISHR__11__u001__K5__counterfactual_green,counterfactual_green,1,FISHR,2.439408540725708,11,source_env1_color
5,FISHR__11__u001__K5__clean_task,clean_task,1,FISHR,0.4265182912349701,11,source_env1_color
20,FISHR__11__u001__K20__source,source,1,FISHR,13.83443546295166,11,source_env1_color
20,FISHR__11__u001__K20__counterfactual_red,counterfactual_red,1,FISHR,14.001084327697754,11,source_env1_color
20,FISHR__11__u001__K20__counterfactual_green,counterfactual_green,1,FISHR,11.340205192565918,11,source_env1_color
20,FISHR__11__u001__K20__clean_task,clean_task,1,FISHR,1.9187514781951904,11,source_env1_color
1,FISHR__11__u002__K1__source,source,2,FISHR,0.0,11,evaluation_color
1,FISHR__11__u002__K1__counterfactual_red,counterfactual_red,2,FISHR,0.0,11,evaluation_color
1,FISHR__11__u002__K1__counterfactual_green,counterfactual_green,2,FISHR,0.0,11,evaluation_color
1,FISHR__11__u002__K1__clean_task,clean_task,2,FISHR,0.0,11,evaluation_color
5,FISHR__11__u002__K5__source,source,2,FISHR,0.0,11,evaluation_color
5,FISHR__11__u002__K5__counterfactual_red,counterfactual_red,2,FISHR,0.0,11,evaluation_color
5,FISHR__11__u002__K5__counterfactual_green,counterfactual_green,2,FISHR,0.0,11,evaluation_color
5,FISHR__11__u002__K5__clean_task,clean_task,2,FISHR,0.0,11,evaluation_color
20,FISHR__11__u002__K20__source,source,2,FISHR,0.0,11,evaluation_color
20,FISHR__11__u002__K20__counterfactual_red,counterfactual_red,2,FISHR,0.0,11,evaluation_color
20,FISHR__11__u002__K20__counterfactual_green,counterfactual_green,2,FISHR,0.0,11,evaluation_color
20,FISHR__11__u002__K20__clean_task,clean_task,2,FISHR,0.0,11,evaluation_color
1,FISHR__11__u003__K1__source,source,3,FISHR,0.013504236936569214,11,source_label_noise
1,FISHR__11__u003__K1__counterfactual_red,counterfactual_red,3,FISHR,0.01641761139035225,11,source_label_noise
1,FISHR__11__u003__K1__counterfactual_green,counterfactual_green,3,FISHR,0.012392966076731682,11,source_label_noise
1,FISHR__11__u003__K1__clean_task,clean_task,3,FISHR,0.008048580028116703,11,source_label_noise
5,FISHR__11__u003__K5__source,source,3,FISHR,0.14170701801776886,11,source_label_noise
5,FISHR__11__u003__K5__counterfactual_red,counterfactual_red,3,FISHR,0.07950634509325027,11,source_label_noise
5,FISHR__11__u003__K5__counterfactual_green,counterfactual_green,3,FISHR,0.14706359803676605,11,source_label_noise
5,FISHR__11__u003__K5__clean_task,clean_task,3,FISHR,0.03957657888531685,11,source_label_noise
20,FISHR__11__u003__K20__source,source,3,FISHR,0.6215028166770935,11,source_label_noise
20,FISHR__11__u003__K20__counterfactual_red,counterfactual_red,3,FISHR,0.4487585723400116,11,source_label_noise
20,FISHR__11__u003__K20__counterfactual_green,counterfactual_green,3,FISHR,0.5850721597671509,11,source_label_noise
20,FISHR__11__u003__K20__clean_task,clean_task,3,FISHR,0.2921890318393707,11,source_label_noise
1,FISHR__11__u004__K1__source,source,4,FISHR,0.0,11,evaluation_label_noise
1,FISHR__11__u004__K1__counterfactual_red,counterfactual_red,4,FISHR,0.0,11,evaluation_label_noise
1,FISHR__11__u004__K1__counterfactual_green,counterfactual_green,4,FISHR,0.0,11,evaluation_label_noise
1,FISHR__11__u004__K1__clean_task,clean_task,4,FISHR,0.0,11,evaluation_label_noise
5,FISHR__11__u004__K5__source,source,4,FISHR,0.0,11,evaluation_label_noise
5,FISHR__11__u004__K5__counterfactual_red,counterfactual_red,4,FISHR,0.0,11,evaluation_label_noise
5,FISHR__11__u004__K5__counterfactual_green,counterfactual_green,4,FISHR,0.0,11,evaluation_label_noise
5,FISHR__11__u004__K5__clean_task,clean_task,4,FISHR,0.0,11,evaluation_label_noise
20,FISHR__11__u004__K20__source,source,4,FISHR,0.0,11,evaluation_label_noise
20,FISHR__11__u004__K20__counterfactual_red,counterfactual_red,4,FISHR,0.0,11,evaluation_label_noise
20,FISHR__11__u004__K20__counterfactual_green,counterfactual_green,4,FISHR,0.0,11,evaluation_label_noise
20,FISHR__11__u004__K20__clean_task,clean_task,4,FISHR,0.0,11,evaluation_label_noise
1,FISHR__11__u005__K1__source,source,-1,FISHR,0.010267723351716995,11,source_color_common
1,FISHR__11__u005__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.01268004346638918,11,source_color_common
1,FISHR__11__u005__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.010106323286890984,11,source_color_common
1,FISHR__11__u005__K1__clean_task,clean_task,-1,FISHR,0.0038611125200986862,11,source_color_common
5,FISHR__11__u005__K5__source,source,-1,FISHR,0.17399318516254425,11,source_color_common
5,FISHR__11__u005__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.21066530048847198,11,source_color_common
5,FISHR__11__u005__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.16540534794330597,11,source_color_common
5,FISHR__11__u005__K5__clean_task,clean_task,-1,FISHR,0.04010283201932907,11,source_color_common
20,FISHR__11__u005__K20__source,source,-1,FISHR,0.9269295334815979,11,source_color_common
20,FISHR__11__u005__K20__counterfactual_red,counterfactual_red,-1,FISHR,1.1599624156951904,11,source_color_common
20,FISHR__11__u005__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.9020949602127075,11,source_color_common
20,FISHR__11__u005__K20__clean_task,clean_task,-1,FISHR,0.269853800535202,11,source_color_common
1,FISHR__11__u006__K1__source,source,-1,FISHR,0.44222918152809143,11,source_color_contrast
1,FISHR__11__u006__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.46948501467704773,11,source_color_contrast
1,FISHR__11__u006__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.33455392718315125,11,source_color_contrast
1,FISHR__11__u006__K1__clean_task,clean_task,-1,FISHR,0.06542015075683594,11,source_color_contrast
5,FISHR__11__u006__K5__source,source,-1,FISHR,4.483189582824707,11,source_color_contrast
5,FISHR__11__u006__K5__counterfactual_red,counterfactual_red,-1,FISHR,4.7256178855896,11,source_color_contrast
5,FISHR__11__u006__K5__counterfactual_green,counterfactual_green,-1,FISHR,3.6093554496765137,11,source_color_contrast
5,FISHR__11__u006__K5__clean_task,clean_task,-1,FISHR,0.6353194713592529,11,source_color_contrast
20,FISHR__11__u006__K20__source,source,-1,FISHR,20.413827896118164,11,source_color_contrast
20,FISHR__11__u006__K20__counterfactual_red,counterfactual_red,-1,FISHR,20.893957138061523,11,source_color_contrast
20,FISHR__11__u006__K20__counterfactual_green,counterfactual_green,-1,FISHR,16.8984317779541,11,source_color_contrast
20,FISHR__11__u006__K20__clean_task,clean_task,-1,FISHR,2.865387201309204,11,source_color_contrast
1,FISHR__11__u007__K1__source,source,-1,FISHR,0.007260376587510109,11,color_global
1,FISHR__11__u007__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.008966145105659962,11,color_global
1,FISHR__11__u007__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.007146249525249004,11,color_global
1,FISHR__11__u007__K1__clean_task,clean_task,-1,FISHR,0.0027302189264446497,11,color_global
5,FISHR__11__u007__K5__source,source,-1,FISHR,0.12303175032138824,11,color_global
5,FISHR__11__u007__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.1489628702402115,11,color_global
5,FISHR__11__u007__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.11695924401283264,11,color_global
5,FISHR__11__u007__K5__clean_task,clean_task,-1,FISHR,0.02835698425769806,11,color_global
20,FISHR__11__u007__K20__source,source,-1,FISHR,0.6554381847381592,11,color_global
20,FISHR__11__u007__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.8202173113822937,11,color_global
20,FISHR__11__u007__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.6378775238990784,11,color_global
20,FISHR__11__u007__K20__clean_task,clean_task,-1,FISHR,0.19081547856330872,11,color_global
1,FISHR__11__u008__K1__source,source,-1,FISHR,0.007260376587510109,11,color_shift
1,FISHR__11__u008__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.008966145105659962,11,color_shift
1,FISHR__11__u008__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.007146249525249004,11,color_shift
1,FISHR__11__u008__K1__clean_task,clean_task,-1,FISHR,0.0027302189264446497,11,color_shift
5,FISHR__11__u008__K5__source,source,-1,FISHR,0.12303175032138824,11,color_shift
5,FISHR__11__u008__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.1489628702402115,11,color_shift
5,FISHR__11__u008__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.11695924401283264,11,color_shift
5,FISHR__11__u008__K5__clean_task,clean_task,-1,FISHR,0.02835698425769806,11,color_shift
20,FISHR__11__u008__K20__source,source,-1,FISHR,0.6554381847381592,11,color_shift
20,FISHR__11__u008__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.8202173113822937,11,color_shift
20,FISHR__11__u008__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.6378775238990784,11,color_shift
20,FISHR__11__u008__K20__clean_task,clean_task,-1,FISHR,0.19081547856330872,11,color_shift
1,FISHR__11__u009__K1__source,source,-1,FISHR,0.00954893697053194,11,noise_global
1,FISHR__11__u009__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.011609002947807312,11,noise_global
1,FISHR__11__u009__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.008763150312006474,11,noise_global
1,FISHR__11__u009__K1__clean_task,clean_task,-1,FISHR,0.005691205617040396,11,noise_global
5,FISHR__11__u009__K5__source,source,-1,FISHR,0.10020199418067932,11,noise_global
5,FISHR__11__u009__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.056219473481178284,11,noise_global
5,FISHR__11__u009__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.10398966819047928,11,noise_global
5,FISHR__11__u009__K5__clean_task,clean_task,-1,FISHR,0.027984866872429848,11,noise_global
20,FISHR__11__u009__K20__source,source,-1,FISHR,0.4394688606262207,11,noise_global
20,FISHR__11__u009__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.31732022762298584,11,noise_global
20,FISHR__11__u009__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.41370847821235657,11,noise_global
20,FISHR__11__u009__K20__clean_task,clean_task,-1,FISHR,0.206608846783638,11,noise_global
1,FISHR__11__u010__K1__source,source,-1,FISHR,0.00954893697053194,11,noise_shift
1,FISHR__11__u010__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.011609002947807312,11,noise_shift
1,FISHR__11__u010__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.008763150312006474,11,noise_shift
1,FISHR__11__u010__K1__clean_task,clean_task,-1,FISHR,0.005691205617040396,11,noise_shift
5,FISHR__11__u010__K5__source,source,-1,FISHR,0.10020199418067932,11,noise_shift
5,FISHR__11__u010__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.056219473481178284,11,noise_shift
5,FISHR__11__u010__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.10398966819047928,11,noise_shift
5,FISHR__11__u010__K5__clean_task,clean_task,-1,FISHR,0.027984866872429848,11,noise_shift
20,FISHR__11__u010__K20__source,source,-1,FISHR,0.4394688606262207,11,noise_shift
20,FISHR__11__u010__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.31732022762298584,11,noise_shift
20,FISHR__11__u010__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.41370847821235657,11,noise_shift
20,FISHR__11__u010__K20__clean_task,clean_task,-1,FISHR,0.206608846783638,11,noise_shift
1,CORAL__11__u000__K1__source,source,0,CORAL,12.269916534423828,11,source_env0_color
1,CORAL__11__u000__K1__counterfactual_red,counterfactual_red,0,CORAL,12.58676528930664,11,source_env0_color
1,CORAL__11__u000__K1__counterfactual_green,counterfactual_green,0,CORAL,12.342305183410645,11,source_env0_color
1,CORAL__11__u000__K1__clean_task,clean_task,0,CORAL,0.8305765986442566,11,source_env0_color
5,CORAL__11__u000__K5__source,source,0,CORAL,109.46016693115234,11,source_env0_color
5,CORAL__11__u000__K5__counterfactual_red,counterfactual_red,0,CORAL,115.07059478759766,11,source_env0_color
5,CORAL__11__u000__K5__counterfactual_green,counterfactual_green,0,CORAL,105.07262420654297,11,source_env0_color
5,CORAL__11__u000__K5__clean_task,clean_task,0,CORAL,8.354275703430176,11,source_env0_color
20,CORAL__11__u000__K20__source,source,0,CORAL,91.95195770263672,11,source_env0_color
20,CORAL__11__u000__K20__counterfactual_red,counterfactual_red,0,CORAL,96.23365020751953,11,source_env0_color
20,CORAL__11__u000__K20__counterfactual_green,counterfactual_green,0,CORAL,82.6158676147461,11,source_env0_color
20,CORAL__11__u000__K20__clean_task,clean_task,0,CORAL,10.404264450073242,11,source_env0_color
1,CORAL__11__u001__K1__source,source,1,CORAL,12.089544296264648,11,source_env1_color
1,CORAL__11__u001__K1__counterfactual_red,counterfactual_red,1,CORAL,12.253510475158691,11,source_env1_color
1,CORAL__11__u001__K1__counterfactual_green,counterfactual_green,1,CORAL,12.014246940612793,11,source_env1_color
1,CORAL__11__u001__K1__clean_task,clean_task,1,CORAL,0.8164926767349243,11,source_env1_color
5,CORAL__11__u001__K5__source,source,1,CORAL,109.26703643798828,11,source_env1_color
5,CORAL__11__u001__K5__counterfactual_red,counterfactual_red,1,CORAL,112.56078338623047,11,source_env1_color
5,CORAL__11__u001__K5__counterfactual_green,counterfactual_green,1,CORAL,105.50228881835938,11,source_env1_color
5,CORAL__11__u001__K5__clean_task,clean_task,1,CORAL,7.571281909942627,11,source_env1_color
20,CORAL__11__u001__K20__source,source,1,CORAL,92.58796691894531,11,source_env1_color
20,CORAL__11__u001__K20__counterfactual_red,counterfactual_red,1,CORAL,99.02143096923828,11,source_env1_color
20,CORAL__11__u001__K20__counterfactual_green,counterfactual_green,1,CORAL,75.6812973022461,11,source_env1_color
20,CORAL__11__u001__K20__clean_task,clean_task,1,CORAL,15.102304458618164,11,source_env1_color
1,CORAL__11__u002__K1__source,source,2,CORAL,0.0,11,evaluation_color
1,CORAL__11__u002__K1__counterfactual_red,counterfactual_red,2,CORAL,0.0,11,evaluation_color
1,CORAL__11__u002__K1__counterfactual_green,counterfactual_green,2,CORAL,0.0,11,evaluation_color
1,CORAL__11__u002__K1__clean_task,clean_task,2,CORAL,0.0,11,evaluation_color
5,CORAL__11__u002__K5__source,source,2,CORAL,0.0,11,evaluation_color
